Cluster,R_GC,Mass,rc,"rh,m",[Fe/H],logM,rc/rh,logM_norm,rc/rh_norm,fname,tcount,t
NGC_5694,29.16,317000.0,0.04,4.86,-1.98,5.501059262217751,0.008230452674897118,1.877333961521109,-0.5484693093572643,N8e5_rv4_rg20_Z0.0002.tar.gz,338817,10777.775054195
IC_4499,15.75,155000.0,5.14,14.96,-1.53,5.190331698170292,0.34358288770053474,1.3802714079819036,4.198723666350992,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
NGC_5824,25.42,762000.0,0.66,6.51,-1.91,5.8819549713396,0.10138248847926268,2.486642615513953,0.7701753279169551,N1.6e6_rv4_rg20_Z0.0002.tar.gz,560274,10388.845991429998
Pal_14,68.55,18900.0,16.29,36.7,-1.62,4.276461804173244,0.44386920980926425,-0.08162176041237221,5.618360067195316,N2e5_rv4_rg20_Z0.0002.tar.gz,160266,12722.214619414
Pal_15,37.28,50900.0,14.29,26.86,-2.07,4.706717782336758,0.5320178704393149,0.6066471926078378,6.866177762418183,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
IC_1257,19.27,18100.0,1.16,5.54,-1.7,4.2576785748691846,0.20938628158844763,-0.11166878874797918,2.299058957339755,N2e5_rv4_rg20_Z0.0002.tar.gz,159181,12333.28220942
NGC_6426,14.45,71700.0,2.84,8.0,-2.15,4.8555191556678,0.355,0.8446807601312234,4.360342398318005,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
Arp_2,21.39,37000.0,7.84,18.45,-1.75,4.568201724066995,0.42493224932249324,0.38506676783664545,5.35029162213634,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
Ter_8,20.43,62100.0,10.62,21.53,-2.16,4.79309160017658,0.49326521133302365,0.7448170733070425,6.317601602279855,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
NGC_7006,36.67,136000.0,1.59,6.99,-1.52,5.133538908370218,0.2274678111587983,1.2894215047646647,2.5550180654341026,N4e5_rv4_rg20_Z0.0002.tar.gz,239707,11555.531287713
Pal_13,24.57,3020.0,1.97,16.95,-1.88,3.4800069429571505,0.11622418879056047,-1.3556892487872316,0.9802719549474805,N2e5_rv2_rg20_Z0.0002.tar.gz,197684,12333.255023093
NGC_7492,23.57,26600.0,4.7,9.89,-1.78,4.424881636631067,0.4752275025278059,0.15580146640531264,6.062262813606814,N4e5_rv2_rg20_Z0.0002.tar.gz,290522,10778.184161013
Whiting_1,35.15,1970.0,2.45,15.49,-0.7,3.294466226161593,0.158166559070368,-1.6524937590617312,1.5740011329140438,N2e5_rv2_rg20_Z0.002.tar.gz,156755,12333.325243472002
NGC_1261,18.28,182000.0,0.88,5.23,-1.27,5.260071387985075,0.16826003824091776,1.4918321200437203,1.7168827357126881,N8e5_rv4_rg20_Z0.002.tar.gz,384145,13499.890156329999
Pal_1,17.41,1030.0,0.69,3.56,-0.65,3.012837224705172,0.1938202247191011,-2.1030081221622767,2.078708460036857,N2e5_rv2_rg20_Z0.002.tar.gz,153663,11555.431900935
