Cluster,R_GC,Mass,rc,"rh,m",[Fe/H],logM,rc/rh,logM_norm,rc/rh_norm,fname,tcount,t
Eridanus,89.76,11600.0,6.83,17.91,-1.43,4.064457989226918,0.3813512004466778,-0.4207585793177545,4.733365584067009,N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002
Pal_2,34.19,231000.0,1.63,8.06,-1.42,5.363611979892144,0.20223325062034736,1.6574632289736886,2.197801847445225,N8e5_rv2_rg20_Z0.002.tar.gz,553246,11555.597391044997
NGC_1851,16.69,318000.0,0.08,2.9,-1.18,5.502427119984433,0.027586206896551727,1.8795220869179323,-0.2744724902390445,N8e5_rv0.5_rg20_Z0.002.tar.gz,791184,11944.45691208
Pyxis,38.61,24600.0,13.36,22.83,-1.2,4.390935107103379,0.5851949189662725,0.10149811323304854,7.618943166422992,N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002
Pal_4,104.05,12900.0,11.38,21.3,-1.41,4.110589710299249,0.5342723004694836,-0.3469629019189231,6.898091096825981,N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002
AM_4,24.58,756.0,2.15,15.0,-1.3,2.8785217955012063,0.14333333333333334,-2.3178689132366097,1.3640244705392421,N2e5_rv2_rg20_Z0.002.tar.gz,162209,13499.966620177998
Pal_5,17.27,9980.0,14.86,27.64,-1.41,3.999130541287371,0.5376266280752532,-0.5252611463448342,6.945574397333748,N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002
NGC_6229,29.45,286000.0,1.05,4.41,-1.47,5.456366033129043,0.2380952380952381,1.805839401182223,2.7054581434930642,N8e5_rv2_rg20_Z0.002.tar.gz,565076,12333.366741015001
NGC_6715,18.51,1780000.0,0.54,5.2,-1.49,6.250420002308894,0.10384615384615385,3.0760662469350963,0.8050505627525315,N1.6e6_rv2_rg20_Z0.002.tar.gz,928106,10388.895111896
NGC_6864,14.3,370000.0,0.38,2.96,-1.29,5.568201724066995,0.12837837837837837,1.9847399576386482,1.152324629717248,N1.6e6_rv0.5_rg20_Z0.002.tar.gz,1820839,13499.897795616
Pal_12,15.28,6270.0,3.86,10.52,-0.85,3.7972675408307164,0.3669201520912548,-0.848175976188334,4.529082077433956,N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002
Ter_7,16.85,24000.0,4.28,13.21,-0.32,4.380211241711606,0.323996971990916,0.0843434332747838,3.9214687197083413,N2e5_rv4_rg20_Z0.02.tar.gz,59831,12722.021447371002
