fname,tcount,t,M,r_h,rc_spitzer,N,rv,rg,Z,[Fe/H],logM,rc/rh,logM_norm,rc/rh_norm
N2e5_rv1_rg8_Z0.02.tar.gz,197552,13111.134959160001,42843.84076602,6.0735053,0.061124169000000006,200000,1.0,8.0,0.02,0.0,4.631888396537058,0.010064067779771264,0.48694463033470703,-0.5225129606420816
N2e5_rv1_rg8_Z0.02.tar.gz,201342,13499.99048376,42094.71361998,6.0960278,0.094660969,200000,1.0,8.0,0.02,0.0,4.624227559260241,0.015528303365020743,0.47468979433154673,-0.44516215570181533
N2e5_rv2_rg20_Z0.0002.tar.gz,183173,10000.3759567,56040.93173259,5.8834028,0.9696127,200000,2.0,20.0,0.0002,-2.0,4.7485053472232766,0.16480474530827635,0.6734936398239126,1.6679701869262282
N2e5_rv2_rg20_Z0.0002.tar.gz,185612,10388.897618322999,55662.12615411,5.924220200000001,0.77982082,200000,2.0,20.0,0.0002,-2.0,4.745559791278694,0.13163265268228888,0.6687817129503023,1.1983915924198472
N2e5_rv2_rg20_Z0.0002.tar.gz,188396,10777.764289662,55274.022176310005,5.954025,0.7161383,200000,2.0,20.0,0.0002,-2.0,4.74252106844317,0.12027801361264019,0.6639207494990755,1.0376572210441988
N2e5_rv2_rg20_Z0.0002.tar.gz,191517,11166.7075942,54886.35054294,5.9393538,0.74794834,200000,2.0,20.0,0.0002,-2.0,4.739464354998154,0.12593092871483763,0.6590310069521762,1.1176789416658943
N2e5_rv2_rg20_Z0.0002.tar.gz,193779,11555.589015025,54508.14018657,6.0104368,0.80271996,200000,2.0,20.0,0.0002,-2.0,4.73646136418713,0.13355434666578642,0.6542272030625582,1.225594771007839
N2e5_rv2_rg20_Z0.0002.tar.gz,195685,11944.293442017997,54138.514442039996,6.065434400000001,0.7472579,200000,2.0,20.0,0.0002,-2.0,4.7335063345804755,0.12319940349202357,0.6495001214257226,1.0790119275148817
N2e5_rv2_rg20_Z0.0002.tar.gz,197684,12333.255023093,53747.78406165,6.121254599999999,0.65459044,200000,2.0,20.0,0.0002,-2.0,4.730360563664185,0.10693730007570672,0.6444679160296733,0.8488083117210117
N2e5_rv2_rg20_Z0.0002.tar.gz,198961,12722.161453916,53383.46741091,6.1908902,0.6185086,200000,2.0,20.0,0.0002,-2.0,4.727406779052802,0.09990624611626935,0.6397428259783946,0.7492778879579783
N2e5_rv2_rg20_Z0.0002.tar.gz,201597,13111.051852689,52969.53534453,6.197739,0.5934834,200000,2.0,20.0,0.0002,-2.0,4.72402616326613,0.09575804983075278,0.6343349455394336,0.6905567152103947
N2e5_rv2_rg20_Z0.0002.tar.gz,204489,13499.804055191,52549.38039267,6.2637794,0.52231928,200000,2.0,20.0,0.0002,-2.0,4.720567599648166,0.08338724061706261,0.628802374044552,0.5154376092508172
N2e5_rv2_rg20_Z0.002.tar.gz,149422,10000.756557567,57014.59294629,6.3847474,1.47082814,200000,2.0,20.0,0.002,-1.0,4.755986028039454,0.23036590922923592,0.6854602843670184,2.596043056953378
N2e5_rv2_rg20_Z0.002.tar.gz,150315,10388.770965127998,56750.728709430005,6.442921,1.2148940000000001,200000,2.0,20.0,0.002,-1.0,4.753971442472253,0.18856261003355468,0.6822376058466036,2.0042825459912397
N2e5_rv2_rg20_Z0.002.tar.gz,151348,10777.845732476,56460.01241034,6.4847462,1.11479834,200000,2.0,20.0,0.002,-1.0,4.75174096927214,0.1719108667660733,0.6786695776678112,1.7685632536394742
N2e5_rv2_rg20_Z0.002.tar.gz,152469,11166.575169467,56171.30333913,6.547515799999999,1.15414174,200000,2.0,20.0,0.002,-1.0,4.749514500899916,0.17627169987127028,0.6751079559048225,1.8302944776386212
N2e5_rv2_rg20_Z0.002.tar.gz,153663,11555.431900935,55889.3560869,6.5622945999999995,1.18895626,200000,2.0,20.0,0.002,-1.0,4.747329106046088,0.18117995799822828,0.671612038348023,1.8997749586778498
N2e5_rv2_rg20_Z0.002.tar.gz,155114,11944.474604182999,55620.1887444,6.563374799999999,1.0505292,200000,2.0,20.0,0.002,-1.0,4.745232458287801,0.16005930363751283,0.668258087140633,1.6007945084065252
N2e5_rv2_rg20_Z0.002.tar.gz,156755,12333.325243472002,55323.202852259994,6.584089200000001,1.03642444,200000,2.0,20.0,0.002,-1.0,4.742907314980254,0.15741348704692515,0.6645386177291024,1.5633407713167975
N2e5_rv2_rg20_Z0.002.tar.gz,158401,12722.287145187998,55029.857755319994,6.6293584,0.759838,200000,2.0,20.0,0.002,-1.0,4.74059839022058,0.11461712493927013,0.6608450926937812,0.9575226278827258
N2e5_rv2_rg20_Z0.002.tar.gz,160177,13111.156702295997,54761.938343279995,6.663317,0.88565058,200000,2.0,20.0,0.002,-1.0,4.738478811939894,0.13291436982511862,0.6574544601444813,1.2165353659004872
N2e5_rv2_rg20_Z0.002.tar.gz,162209,13499.966620177998,54479.609047080005,6.6949331999999995,0.86389198,200000,2.0,20.0,0.002,-1.0,4.73623398236095,0.1290366840404024,0.653863466451371,1.1616434945538503
N2e5_rv2_rg20_Z0.02.tar.gz,76948,10000.136437873,62377.83757674,6.349577200000001,1.03290304,200000,2.0,20.0,0.02,0.0,4.7950303151988205,0.16267272724867413,0.747918383750787,1.6377896958978775
N2e5_rv2_rg20_Z0.02.tar.gz,77635,10388.907237552998,62063.738749530006,6.401597,1.0855838,200000,2.0,20.0,0.02,0.0,4.792837934145059,0.16958015320239622,0.7444112905572543,1.7355700622913035
N2e5_rv2_rg20_Z0.02.tar.gz,78768,10777.822966964999,61760.823391260004,6.476328400000001,0.94930218,200000,2.0,20.0,0.02,0.0,4.790713077351918,0.14658030312360315,0.7410122141130985,1.409988031768572
N2e5_rv2_rg20_Z0.02.tar.gz,80139,11166.636732539,61439.41662579,6.532748000000001,0.91741926,200000,2.0,20.0,0.02,0.0,4.788447083367806,0.14043389703689776,0.7373873642884614,1.3229805353165853
N2e5_rv2_rg20_Z0.02.tar.gz,81135,11555.562081180999,61128.28552572,6.5893232,0.96568084,200000,2.0,20.0,0.02,0.0,4.7862422152375,0.1465523560902279,0.7338602958533632,1.4095924182388218
N2e5_rv2_rg20_Z0.02.tar.gz,81799,11944.651918656,60816.590341920004,6.6451094,0.91121472,200000,2.0,20.0,0.02,0.0,4.784022067942302,0.1371256160207084,0.7303087857478225,1.2761490626286878
N2e5_rv2_rg20_Z0.02.tar.gz,82510,12333.274261552999,60505.381395899996,6.707462400000001,0.87825228,200000,2.0,20.0,0.02,0.0,4.781794002860882,0.1309365938450881,0.7267446097719411,1.1885382999504288
N2e5_rv2_rg20_Z0.02.tar.gz,83371,12721.764179717,60238.80931761,6.7711152000000006,0.82458204,200000,2.0,20.0,0.02,0.0,4.77987637899772,0.12177935475089834,0.7236770382899167,1.0589099550675436
N2e5_rv2_rg20_Z0.02.tar.gz,84152,13111.033255511002,59926.89257226,6.8425204,0.92102896,200000,2.0,20.0,0.02,0.0,4.777621758528972,0.13460375799537258,0.7200703823728815,1.2404500622540744
N2e5_rv2_rg20_Z0.02.tar.gz,84408,13498.900488852998,59675.98190148,6.862283000000001,0.86670908,200000,2.0,20.0,0.02,0.0,4.7757995735671255,0.12630039886142846,0.7171554819425553,1.1229090992596382
N2e5_rv2_rg8_Z0.0002.tar.gz,163404,10000.054995059,51704.54344755,5.5742244,0.9656118,200000,2.0,8.0,0.0002,-2.0,4.713528707649101,0.17322800998108365,0.6175424472277367,1.7872085126721715
N2e5_rv2_rg8_Z0.0002.tar.gz,164813,10388.758139487998,51188.43677535,5.535305200000001,1.2313126,200000,2.0,8.0,0.0002,-2.0,4.709171866994947,0.2224471019231243,0.6105729260410473,2.4839457453096254
N2e5_rv2_rg8_Z0.0002.tar.gz,166254,10777.791544147,50648.08408379999,5.567934200000001,0.98819686,200000,2.0,8.0,0.0002,-2.0,4.704563021511283,0.17747998171386434,0.603200279484889,1.8473987132926724
N2e5_rv2_rg8_Z0.0002.tar.gz,168085,11166.767554067,50083.62789087,5.5193346,0.94612102,200000,2.0,8.0,0.0002,-2.0,4.699695780184797,0.17141939899784298,0.5954142840266132,1.7616061181203844
N2e5_rv2_rg8_Z0.0002.tar.gz,169903,11559.026607185999,49495.94845461,5.546011599999999,1.05350254,200000,2.0,8.0,0.0002,-2.0,4.694569650735192,0.18995678624256757,0.5872141521786264,2.0240182712017027
N2e5_rv2_rg8_Z0.0002.tar.gz,169932,11937.103067593,49142.04399909,5.5653878,1.01154758,200000,2.0,8.0,0.0002,-2.0,4.691453216431084,0.18175689032846912,0.5822288757745646,1.9079419162410742
N2e5_rv2_rg8_Z0.0002.tar.gz,169968,12331.021758527999,48758.20597935,5.604258799999999,0.9150396000000001,200000,2.0,8.0,0.0002,-2.0,4.688047717709217,0.16327575735795788,0.5767811907712885,1.646326089255849
N2e5_rv2_rg8_Z0.0002.tar.gz,170016,12724.563696287998,48331.07603036999,5.6180744,0.81418826,200000,2.0,8.0,0.0002,-2.0,4.684226464264681,0.1449230113435308,0.570668434084626,1.3865276865456218
N2e5_rv2_rg8_Z0.0002.tar.gz,170072,13110.566402215,47868.32616993,5.6260414,0.68748346,200000,2.0,8.0,0.0002,-2.0,4.680048241606193,0.12219665855996012,0.56398464331682,1.0648172379860739
N2e5_rv2_rg8_Z0.0002.tar.gz,170139,13498.460569400997,47387.25376812,5.6526758,0.6058595,200000,2.0,8.0,0.0002,-2.0,4.675661540775571,0.10718100974409323,0.5569673556063915,0.8522582250212929
N2e5_rv2_rg8_Z0.002.tar.gz,160436,10000.527299252,51015.38762376,5.753633799999999,0.2962982,200000,2.0,8.0,0.002,-1.0,4.707701190845709,0.05149757706164755,0.6082203248342296,0.06401286615511703
N2e5_rv2_rg8_Z0.002.tar.gz,161187,10388.993810622998,50430.41722656,5.8320886,0.20507058,200000,2.0,8.0,0.002,-1.0,4.702692561227607,0.0351624596375302,0.600208154316504,-0.16722432372009902
N2e5_rv2_rg8_Z0.002.tar.gz,162574,10777.812065171,49766.17090914,5.9729988,0.153283574,200000,2.0,8.0,0.002,-1.0,4.696934226699323,0.02566274984016404,0.5909967009536964,-0.30170062659195945
N2e5_rv2_rg8_Z0.002.tar.gz,164856,11166.621341771,49092.09564231,6.026758,0.114026252,200000,2.0,8.0,0.002,-1.0,4.691011571648969,0.01891999844692619,0.5815223884571991,-0.39714988745233964
N2e5_rv2_rg8_Z0.002.tar.gz,166839,11555.57458618,48434.66503722,6.1569946,0.11282756199999999,200000,2.0,8.0,0.002,-1.0,4.685156300604483,0.01832510328984209,0.5721558683483109,-0.405571123787709
N2e5_rv2_rg8_Z0.002.tar.gz,170100,11944.409193419,47723.520726630006,6.2140508,0.20360034,200000,2.0,8.0,0.002,-1.0,4.67873247556296,0.03276451167731039,0.5618798476534079,-0.2011692739394083
N2e5_rv2_rg8_Z0.002.tar.gz,171369,12333.296065141,47131.13101158,6.2596112,0.120432576,200000,2.0,8.0,0.002,-1.0,4.67330786170308,0.019239625617642194,0.5532022382967297,-0.3926252986878283
N2e5_rv2_rg8_Z0.002.tar.gz,174432,12722.110471996999,46424.59039071,6.320702,0.11707008599999999,200000,2.0,8.0,0.002,-1.0,4.666748080600527,0.018521690470457236,0.5427087323360065,-0.40278826854212485
N2e5_rv2_rg8_Z0.002.tar.gz,176717,13111.16760409,45785.98652922,6.363763400000001,0.105372226,200000,2.0,8.0,0.002,-1.0,4.660732576163529,0.016558162108918126,0.5330858911650049,-0.43058364758802264
N2e5_rv2_rg8_Z0.002.tar.gz,179758,13499.920127233,45143.95744593,6.426489599999999,0.11110738199999999,200000,2.0,8.0,0.002,-1.0,4.654599627882964,0.01728896939318162,0.5232751782261439,-0.42023846191436903
N2e5_rv2_rg8_Z0.02.tar.gz,75734,10000.291307476,58347.1683018,5.9609128,1.03698226,200000,2.0,8.0,0.02,0.0,4.7660197837619505,0.17396366878576047,0.7015110143893178,1.797622375657281
N2e5_rv2_rg8_Z0.02.tar.gz,76311,10388.433650796,57848.19252912,6.0156206,1.04699886,200000,2.0,8.0,0.02,0.0,4.762289793937854,0.17404669104298232,0.6955442496694766,1.7987976248433524
N2e5_rv2_rg8_Z0.02.tar.gz,76958,10777.115312277998,57348.312545789995,6.0404165999999995,0.98347054,200000,2.0,8.0,0.02,0.0,4.758520643460761,0.16281501842108045,0.6895148407029413,1.639803945933369
N2e5_rv2_rg8_Z0.02.tar.gz,77463,11166.823986882999,56852.2386306,6.0873186,0.94767676,200000,2.0,8.0,0.02,0.0,4.754747570268697,0.1556804928856525,0.6834791566744363,1.5388087958483385
N2e5_rv2_rg8_Z0.02.tar.gz,78513,11555.682000915,56324.24787591,6.1164858,0.95239126,200000,2.0,8.0,0.02,0.0,4.750695401096749,0.15570889741949534,0.6769970102895285,1.5392108856781817
N2e5_rv2_rg8_Z0.02.tar.gz,79780,11944.357570218,55788.61025367,6.1754316,0.85251036,200000,2.0,8.0,0.02,0.0,4.746545542864395,0.13804870901654875,0.670358593333752,1.2892162126717275
N2e5_rv2_rg8_Z0.02.tar.gz,81044,12333.296385782,55224.14328207001,6.181682599999999,0.79332396,200000,2.0,8.0,0.02,0.0,4.742128987182575,0.12833463173926143,0.6632935476182774,1.1517053596114237
N2e5_rv2_rg8_Z0.02.tar.gz,82647,12722.121694432,54696.39085575,6.1767,0.77962168,200000,2.0,8.0,0.02,0.0,4.737958670334445,0.12621977431314454,0.6566224035633439,1.1217677916402264
N2e5_rv2_rg8_Z0.02.tar.gz,83940,13110.839908988,54175.14515322,6.226418,0.68052246,200000,2.0,8.0,0.02,0.0,4.733800083612677,0.1092959804497546,0.6499700238770659,0.8821973965587735
N2e5_rv2_rg8_Z0.02.tar.gz,85254,13499.892552107001,53636.44519107,6.2764182,0.52122684,200000,2.0,8.0,0.02,0.0,4.72945998683316,0.08304526935442255,0.6430272874177267,0.5105967212585327
N2e5_rv4_rg20_Z0.0002.tar.gz,148736,10000.091324851,58589.95784355,9.455759599999999,1.79517332,200000,4.0,20.0,0.0002,-2.0,4.76782318552552,0.18984972079873946,0.704395867840942,2.0225026706877447
N2e5_rv4_rg20_Z0.0002.tar.gz,150442,10388.680015576003,58359.04400088,9.462844,2.15350472,200000,4.0,20.0,0.0002,-2.0,4.766108168955768,0.22757478829831707,0.7016524018142426,2.556532415927028
N2e5_rv4_rg20_Z0.0002.tar.gz,151647,10777.577056041,58132.44402147,9.480398800000001,2.59858496,200000,4.0,20.0,0.0002,-2.0,4.76441858207776,0.2741008068141606,0.6989496149836529,3.2151469516145337
N2e5_rv4_rg20_Z0.0002.tar.gz,154447,11166.702638078,57887.72509779,9.5178084,2.1198356,200000,4.0,20.0,0.0002,-2.0,4.762586482769612,0.22272307982161105,0.6960188548393528,2.4878524422776875
N2e5_rv4_rg20_Z0.0002.tar.gz,156934,11555.583354145001,57573.88495866,9.520892,2.34393456,200000,4.0,20.0,0.0002,-2.0,4.760225535676819,0.24618854619924269,0.6922421110724708,2.8200256592429827
N2e5_rv4_rg20_Z0.0002.tar.gz,157933,11944.474046233001,57362.42302245,9.5478036,2.5928262,200000,4.0,20.0,0.0002,-2.0,4.7586274879012755,0.27156258220477014,0.6896857568899118,3.179216268613687
N2e5_rv4_rg20_Z0.0002.tar.gz,159181,12333.28220942,57165.58295091,9.5162152,2.05917752,200000,4.0,20.0,0.0002,-2.0,4.757134636605467,0.21638618681090777,0.6872976826956454,2.3981484447923984
N2e5_rv4_rg20_Z0.0002.tar.gz,160266,12722.214619414,56948.60233566,9.588215199999999,3.03161392,200000,4.0,20.0,0.0002,-2.0,4.755483069848675,0.31618125550623855,0.6846557156336377,3.8108307444887743
N2e5_rv4_rg20_Z0.0002.tar.gz,161188,13111.100776947002,56725.47548325,9.56612,2.95902704,200000,4.0,20.0,0.0002,-2.0,4.753778144907547,0.3093236380057955,0.68192839291469,3.7137554582284893
N2e5_rv4_rg20_Z0.0002.tar.gz,162024,13499.733906311003,56516.06029671,9.5766704,2.16881444,200000,4.0,20.0,0.0002,-2.0,4.752171879803663,0.22646852709893825,0.679358893692293,2.540872367433305
N2e5_rv4_rg20_Z0.002.tar.gz,139493,10001.359186429,57849.42848328,9.827998800000001,3.3953927999999998,200000,4.0,20.0,0.002,-1.0,4.762299072746993,0.345481605064909,0.6955590927316893,4.225601591761981
N2e5_rv4_rg20_Z0.002.tar.gz,140157,10388.391617878002,57634.426352790004,9.9055508,3.02721992,200000,4.0,20.0,0.002,-1.0,4.7606819748958005,0.3056084392601368,0.6929722646538503,3.66116372622749
N2e5_rv4_rg20_Z0.002.tar.gz,141752,10777.762065885001,57382.77794193,9.8923864,3.31381772,200000,4.0,20.0,0.002,-1.0,4.758781568929993,0.3349866843050126,0.689932236180608,4.077037248973816
N2e5_rv4_rg20_Z0.002.tar.gz,142616,11166.649130329,57181.47669864,9.9124836,2.9224080000000003,200000,4.0,20.0,0.002,-1.0,4.757255366723085,0.29482096696735016,0.6874908114280003,3.508458072874923
N2e5_rv4_rg20_Z0.002.tar.gz,143406,11555.475431736002,56964.87094158,9.911507199999999,3.03223904,200000,4.0,20.0,0.002,-1.0,4.755607117788292,0.3059311746249854,0.6848541517968935,3.665732314068234
N2e5_rv4_rg20_Z0.002.tar.gz,144840,11944.889411471002,56727.83840724,9.9841624,3.50528448,200000,4.0,20.0,0.002,-1.0,4.753796235253522,0.3510844815585131,0.6819573315561405,4.304914974210404
N2e5_rv4_rg20_Z0.002.tar.gz,145459,12332.966604392,56530.66299929999,10.0060976,3.34229284,200000,4.0,20.0,0.002,-1.0,4.752284078954705,0.3340256085449336,0.6795383756661334,4.063432421273603
N2e5_rv4_rg20_Z0.002.tar.gz,146789,12722.403256902,56312.3350503,9.9702824,2.94872028,200000,4.0,20.0,0.002,-1.0,4.750603536192627,0.29575092878011155,0.6768500564653209,3.5216224567413477
N2e5_rv4_rg20_Z0.002.tar.gz,147598,13111.267648571004,56125.71196029,9.9793412,2.5440928,200000,4.0,20.0,0.002,-1.0,4.749161863115418,0.2549359470743419,0.6745438506952506,2.943852402850199
N2e5_rv4_rg20_Z0.002.tar.gz,148186,13499.845456364,55937.92836681,9.9677516,3.36146404,200000,4.0,20.0,0.002,-1.0,4.747706378454481,0.3372339294650962,0.6722155509049813,4.108848875562505
N2e5_rv4_rg20_Z0.02.tar.gz,51317,10000.010609772,64539.34774623,9.0440676,1.95812424,200000,4.0,20.0,0.02,0.0,4.809824571981358,0.21650924413700756,0.771584359688859,2.399890423716827
N2e5_rv4_rg20_Z0.02.tar.gz,52163,10388.854142488002,64323.49170555,9.1113908,1.9143518,200000,4.0,20.0,0.02,0.0,4.80836961141349,0.21010533320555186,0.7692568982762218,2.3092377317554766
N2e5_rv4_rg20_Z0.02.tar.gz,53890,10777.869988293998,64103.93139528,9.1819776,1.64461368,200000,4.0,20.0,0.02,0.0,4.806884664946581,0.17911323155482323,0.766881469224815,1.8705187248470356
N2e5_rv4_rg20_Z0.02.tar.gz,55226,11166.625550643,63880.50034485001,9.2338176,1.85427872,200000,4.0,20.0,0.02,0.0,4.805368309096947,0.20081387789163171,0.7644557954259563,2.1777094445164806
N2e5_rv4_rg20_Z0.02.tar.gz,56017,11555.409227233002,63684.157289760005,9.238360400000001,1.93649088,200000,4.0,20.0,0.02,0.0,4.804031406316771,0.20961413023029496,0.7623171878911368,2.302284344601427
N2e5_rv4_rg20_Z0.02.tar.gz,57027,11944.523926338003,63438.70302126,9.3029104,1.64201312,200000,4.0,20.0,0.02,0.0,4.802354295424494,0.176505313863928,0.7596343585604369,1.833601478241993
N2e5_rv4_rg20_Z0.02.tar.gz,58459,12333.391945651001,63229.087830510005,9.3573088,0.14548328,200000,4.0,20.0,0.02,0.0,4.800916916543037,0.015547555724569012,0.7573350221001826,-0.44488962252039865
N2e5_rv4_rg20_Z0.02.tar.gz,59831,12722.021447371002,63031.355524620005,9.4016132,2.11479664,200000,4.0,20.0,0.02,0.0,4.799556646972234,0.2249397624654458,0.7551590353368655,2.5192314309985604
N2e5_rv4_rg20_Z0.02.tar.gz,61028,13111.121635900001,62773.21835442,9.4926648,0.6931078,200000,4.0,20.0,0.02,0.0,4.797774395302531,0.07301509266396934,0.7523080151233613,0.3686112177795078
N2e5_rv4_rg20_Z0.02.tar.gz,61796,13499.859966940003,62568.39128841,9.544654800000002,1.52551636,200000,4.0,20.0,0.02,0.0,4.7963549888667965,0.15982939058204595,0.7500374287026849,1.5975398976509703
N2e5_rv4_rg8_Z0.0002.tar.gz,186694,10000.086790296,46384.40990421,7.9075584,2.28891624,200000,4.0,8.0,0.0002,-2.0,4.666372035936714,0.28945928998766546,0.5421071837691362,3.432559070400019
N2e5_rv4_rg8_Z0.0002.tar.gz,188029,10388.744406257,45870.86256732,7.790081599999999,2.44819016,200000,4.0,8.0,0.0002,-2.0,4.6615369067922225,0.31427015604047076,0.534372557307463,3.783777540121616
N2e5_rv4_rg8_Z0.0002.tar.gz,190430,10777.854570807,45312.37057179,7.789037599999999,1.77076704,200000,4.0,8.0,0.0002,-2.0,4.656216783417686,0.2273409284864667,0.5258620985787779,2.553221935548284
N2e5_rv4_rg8_Z0.0002.tar.gz,192320,11166.619202266002,44776.77606423,7.678066800000001,1.60638448,200000,4.0,8.0,0.0002,-2.0,4.651052821089398,0.20921730975302272,0.5176014464890684,2.296667020301456
N2e5_rv4_rg8_Z0.0002.tar.gz,194371,11555.587888700002,44232.0208848,7.6103204,1.62720256,200000,4.0,8.0,0.0002,-2.0,4.645736781989263,0.213815250143739,0.5090975212646429,2.361754695373399
N2e5_rv4_rg8_Z0.0002.tar.gz,195988,11944.464977123002,43647.69840543,7.6491356,2.16104924,200000,4.0,8.0,0.0002,-2.0,4.639961347785572,0.2825220198737227,0.4998587140095335,3.3343562350665525
N2e5_rv4_rg8_Z0.0002.tar.gz,197390,12333.540679054999,43125.39998613,7.529623599999999,1.68107064,200000,4.0,8.0,0.0002,-2.0,4.6347331361616435,0.2232609130687489,0.49149528404412335,2.4954659197606226
N2e5_rv4_rg8_Z0.0002.tar.gz,198574,12721.994240041,42596.47148715,7.5262704,2.06746596,200000,4.0,8.0,0.0002,-2.0,4.629373625461224,0.2746999310574863,0.48292181846620585,3.2236280541873388
N2e5_rv4_rg8_Z0.0002.tar.gz,199529,13111.374664068999,42053.945097150005,7.489466800000001,2.3827714,200000,4.0,8.0,0.0002,-2.0,4.623806743381399,0.31814967121557974,0.47401662645232034,3.83869530801265
N2e5_rv4_rg8_Z0.0002.tar.gz,200286,13497.435793837001,41575.74341445,7.404809599999999,2.38471968,200000,4.0,8.0,0.0002,-2.0,4.618840023565805,0.3220501010586417,0.4660714979220559,3.8939091404448223
N2e5_rv4_rg8_Z0.002.tar.gz,141270,10000.543873440001,50144.80762179,8.9715916,3.14392444,200000,4.0,8.0,0.002,-1.0,4.700225969500971,0.3504310695551501,0.5962624136612159,4.295665383187243
N2e5_rv4_rg8_Z0.002.tar.gz,141931,10390.148304485001,49619.36901663,8.9562284,3.63332744,200000,4.0,8.0,0.002,-1.0,4.69565123727722,0.40567605890890407,0.5889443371723584,5.077704211631023
N2e5_rv4_rg8_Z0.002.tar.gz,142340,10780.460126110002,49149.34355394,8.977887599999999,3.53248256,200000,4.0,8.0,0.002,-1.0,4.691517721704159,0.3934647789531248,0.5823320631305036,4.90484337516192
N2e5_rv4_rg8_Z0.002.tar.gz,142829,11166.615574622001,48673.27724553,8.9902464,3.36428504,200000,4.0,8.0,0.002,-1.0,4.687290588933712,0.37421499815622405,0.5755700321678869,4.632346698118305
N2e5_rv4_rg8_Z0.002.tar.gz,143789,11555.664976135,48149.69855976,8.914212,3.50815436,200000,4.0,8.0,0.002,-1.0,4.68259357257701,0.39354621137572227,0.568056341030008,4.90599611891498
N2e5_rv4_rg8_Z0.002.tar.gz,144345,11944.479487699,47675.91134124,8.929482400000001,3.33273972,200000,4.0,8.0,0.002,-1.0,4.678299003483933,0.3732287685566187,0.5611864339900613,4.618385796873248
N2e5_rv4_rg8_Z0.002.tar.gz,145219,12332.663696118001,47152.66200372,8.886226400000002,2.72550932,200000,4.0,8.0,0.002,-1.0,4.673506215862152,0.30671166784586984,0.5535195401270828,3.6767808455497097
N2e5_rv4_rg8_Z0.002.tar.gz,146295,12722.245454388,46633.48101531,8.826855199999999,2.0353572,200000,4.0,8.0,0.002,-1.0,4.6686978351266895,0.230586902569785,0.5458277023782032,2.5991714017165606
N2e5_rv4_rg8_Z0.002.tar.gz,147052,13111.003737470002,46088.275527,8.802518800000001,3.28151528,200000,4.0,8.0,0.002,-1.0,4.66359045854502,0.3727927601813244,0.5376575689902837,4.6122137352438495
N2e5_rv4_rg8_Z0.002.tar.gz,147936,13497.385913732001,45614.0978811,8.7768668,2.93113208,200000,4.0,8.0,0.002,-1.0,4.659099090158172,0.33396109873742186,0.5304728473963188,4.062519231229044
N2e5_rv4_rg8_Z0.02.tar.gz,52831,10000.154808621002,59738.5628595,8.3292912,1.99188632,200000,4.0,8.0,0.02,0.0,4.776254770499507,0.2391423558345517,0.7178836482713655,2.720280967059051
N2e5_rv4_rg8_Z0.02.tar.gz,53867,10388.894953483,59202.56834352,8.387698799999999,1.40605288,200000,4.0,8.0,0.02,0.0,4.772340547824665,0.16763273378390747,0.711622171199507,1.7080027187486782
N2e5_rv4_rg8_Z0.02.tar.gz,55005,10778.527498769,58709.844199440005,8.4131636,2.33804624,200000,4.0,8.0,0.02,0.0,4.768710927875309,0.27790333709901943,0.7058159654773504,3.268974934276475
N2e5_rv4_rg8_Z0.02.tar.gz,55480,11166.880392634,58222.483042500004,8.4393784,2.3910763999999998,200000,4.0,8.0,0.02,0.0,4.765090723065362,0.283323757588592,0.7000248209012866,3.345705500051305
N2e5_rv4_rg8_Z0.02.tar.gz,56241,11555.731180638,57732.64398909,8.429332400000002,2.40850156,200000,4.0,8.0,0.02,0.0,4.761421447392584,0.2857286254365766,0.6941551789815504,3.3797484070443207
N2e5_rv4_rg8_Z0.02.tar.gz,56617,11944.274525813002,57235.61436516,8.433352000000001,2.25832372,200000,4.0,8.0,0.02,0.0,4.757666348882633,0.2677848286185611,0.6881482485701174,3.125739020753426
N2e5_rv4_rg8_Z0.02.tar.gz,57124,12333.903443455001,56719.84662225,8.5142736,2.2765324000000002,200000,4.0,8.0,0.02,0.0,4.753735047788541,0.26737834687388956,0.6818594516088584,3.1199849331681935
N2e5_rv4_rg8_Z0.02.tar.gz,57563,12722.146601089,56249.15767254,8.465637199999998,1.82986048,200000,4.0,8.0,0.02,0.0,4.7501160233006114,0.2161515355276506,0.6760701951622807,2.394826760476809
N2e5_rv4_rg8_Z0.02.tar.gz,58123,13111.804539883,55763.276786279996,8.4691832,2.20446408,200000,4.0,8.0,0.02,0.0,4.746348286043806,0.2602924069466345,0.6700430468863505,3.0196775528255277
N2e5_rv4_rg8_Z0.02.tar.gz,58610,13499.187038978002,55257.88051917,8.4308028,2.04909204,200000,4.0,8.0,0.02,0.0,4.742394223025629,0.24304827056327305,0.6637178382853857,2.775572442615159
N2e5_v2_rv0.5_rg20_Z0.002.tar.gz,590498,10000.061603458,27779.55360957,6.0202915,0.09953129,200000,0.5,20.0,0.002,-1.0,4.443725262767395,0.016532636334968164,0.18594510993424895,-0.4309449861743535
N2e5_v2_rv0.5_rg20_Z0.002.tar.gz,598871,10388.904874184,27052.01374428,6.0371415,0.086403385,200000,0.5,20.0,0.002,-1.0,4.432199599404771,0.014311969497484861,0.16750781525837585,-0.46238037447407787
N2e5_v2_rv0.5_rg20_Z0.002.tar.gz,610703,10777.810670022,26293.123518480003,6.0072779999999995,0.067724375,200000,0.5,20.0,0.002,-1.0,4.4198421816279225,0.011273720809990817,0.14773998534556881,-0.5053893146853631
