fname,tcount,t,M,r_h,rc_spitzer,N,rv,rg,Z,[Fe/H],logM,rc/rh,logM_norm,rc/rh_norm
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
N4e5_rv0.5_rg2_Z0.002.tar.gz,772848,11125.400641566,8574.732456450001,1.66231365,0.027691895499999997,400000,0.5,2.0,0.002,-1.0,3.9332205783357876,0.016658646519566268,-0.6306955470193254,-0.4291612070789487
